;name;SKU;price;department;sector
232;Tênis Infantil Molekinha Jogging Azul ;1002712542;69.99;moda;calçados-infantis
233;Tênis Infantil Molekinho Running Azul ;1002681367;69.99;moda;calçados-infantis
234;Tênis Infantil Molekinho Running Cinza ;1002681366;69.99;moda;calçados-infantis
235;Sandália Infantil Molekinha Tiras Preto ;1002712384;59.99;moda;calçados-infantis
236;Galocha Infantil Menina Barbie Raibow Glitter Pink Grendene Kids ;1002728160;99.90;moda;calçados-infantis
237;Galocha Infantil Menina Barbie Raibow Glitter Pink Grendene Kids ;1002728168;99.90;moda;calçados-infantis
238;Galocha Infantil Plugt Acqua Tubarão 3D Azul Menino ;1002728247;99.90;moda;calçados-infantis
239;Galocha Infantil Menina Barbie Raibow Glitter Pink Grendene Kids ;1002728161;99.90;moda;calçados-infantis
240;Galocha Infantil Transparente Mar e Cor Menino Com Meia 3/4 Monstrinho Brisk ;1002728261;99.90;moda;calçados-infantis
241;Sandália Infantil Molekinha Glamour Preto ;1002613815;59.99;moda;calçados-infantis
242;Galocha Infantil Menino Dinossauro Marinho DinoRoarri LueLua ;1002728141;74.90;moda;calçados-infantis
243;Galocha Infantil Transparente Mar e Cor Menino Com Meia 3/4 Monstrinho Brisk ;1002728260;99.90;moda;calçados-infantis
244;Tênis Feminino para caminhada, corrida e academia Zeuz 14FX-A ;1002654916;;moda;calçados-infantis
245;Sandália Infantil Molekinha Glamour Preto ;1002613752;59.99;moda;calçados-infantis
246;Galocha Infantil Baby Menino Dinossauro Divertido Azul Charmosinha Chic ;1002728271;59.90;moda;calçados-infantis
247;Sandália Infantil Menino Tira Aderente Aberta Estilo Moderna Marrom 14 ;1002666664;;moda;calçados-infantis
248;Bota Galocha Infantil Transparente Menina Com Meia 3/4 Sabor de Cores Brisk ;1002728215;89.90;moda;calçados-infantis
249;Bota Galocha Infantil Transparente Menina Com Meia 3/4 Maravilha de Cores Brisk ;1002728211;89.90;moda;calçados-infantis
250;Bota Galocha Infantil Transparente Menina Com Meia 3/4 Sabor de Cores Brisk ;1002728187;89.90;moda;calçados-infantis
251;Bota Galocha Infantil Transparente Menina Com Meia 3/4 Sabor de Cores Brisk ;1002728216;89.90;moda;calçados-infantis
252;Bota Galocha Infantil Transparente Menina Com Meia 3/4 Maravilha de Cores Brisk ;1002728192;89.90;moda;calçados-infantis
253;Galocha Infantil Transparente Menina Unicórnio Cristal Glitter Rosa LueLua ;1002728133;74.90;moda;calçados-infantis
254;Galocha Infantil Baby Transparente Menina Com Meia Listrada Colorida ;1002727869;69.90;moda;calçados-infantis
255;Bota Tratorada Infantil Menina Rosa Pink Charmosinha ;1002727859;89.90;moda;calçados-infantis
256;Kit 3 Pares de Meias Lupo Infantis Cano Curto Algodão 2725 Branco ;1002376203;;moda;calçados-infantis
257;Tênis Infantil Kidy Respi-Tec Nude ;1002411903;69.99;moda;calçados-infantis
258;Pantufa Chinelo de Quarto Logo Super Mario ;1002722830;83.71;moda;calçados-infantis
259;Bota Galocha Infantil JetSky Grendene Kids ;1002661738;;moda;calçados-infantis
260;Sandália Infantil Menino Aberta Macio Conforto Marrom 14 ;1002373073;;moda;calçados-infantis
261;Tênis Diversão 33 Preto ;1002397573;79.99;moda;calçados-infantis
262;Galocha Infantil Plugt Acqua Crocodilo Feliz Marinho Menino ;1002175899;99.90;moda;calçados-infantis
263;Tênis Molekinho Flot Têxtil Azul ;1002363720;69.99;moda;calçados-infantis
264;Babuche Infantil Grendene Kids Authentic Games Preto ;1002668492;59.99;moda;calçados-infantis
265;Babuche Infantil Grendene Kids Authentic Games Preto ;1002668389;59.99;moda;calçados-infantis
266;Babuche Infantil Grendene Kids Authentic Games Preto ;1002668419;59.99;moda;calçados-infantis
267;Babuche Infantil Grendene Kids Authentic Games Azul ;1002668420;59.99;moda;calçados-infantis
268;Tênis Infantil Via Vip Volta Ás Aulas Preto ;1002676910;59.99;moda;calçados-infantis
269;Tênis Infantil Via Vip Volta Ás Aulas Preto ;1002676915;59.99;moda;calçados-infantis
270;Galocha Infantil Plugt Acqua Listras Marinho ;100459430;99.90;moda;calçados-infantis
271;Babuche Infantil Grendene Kids Authentic Games Azul ;1002668481;59.99;moda;calçados-infantis
272;Sandália Infantil Kids Barbie Ice Cream Flox Menina Grendene ;1002691881;70.09;moda;calçados-infantis
273;Sandália Babuche Infantil Minnie/Mickey Grendene ;1002691875;83.70;moda;calçados-infantis
274;Tênis Infantil Molekinha Jogging Rosa ;1002103392;79.99;moda;calçados-infantis
275;Chinelo Slide Infantil Marvel Legends Ipanema ;1002691849;56.05;moda;calçados-infantis
276;Bota Galocha Infantil JetSky Grendene Kids ;1002661706;;moda;calçados-infantis
277;Sandalia Menina Infantil Frozen Disney Nice Grendene ;1002691887;70.09;moda;calçados-infantis
278;Sandália Babuche Infantil Minnie/Mickey Grendene ;1002691895;83.70;moda;calçados-infantis
